record_id,source_dataset,source_path,file_name,file_ext,raw_dir_label,scan_status,mapped_family_label,drop_reason
ccm_000027,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/F调巴乌/【F调巴乌】演奏技法 打音 第二遍.wav,【F调巴乌】演奏技法 打音 第二遍.wav,.wav,F调巴乌,out_of_scope,,subtype_out_of_scope
ccm_000028,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/F调巴乌/【F调巴乌】演奏技法 气震音 第二遍.wav,【F调巴乌】演奏技法 气震音 第二遍.wav,.wav,F调巴乌,out_of_scope,,subtype_out_of_scope
ccm_000029,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/F调巴乌/【F调巴乌】演奏技法 波音 第一遍.wav,【F调巴乌】演奏技法 波音 第一遍.wav,.wav,F调巴乌,out_of_scope,,subtype_out_of_scope
ccm_000030,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/F调巴乌/【F调巴乌】演奏技法 滑音 第二遍.wav,【F调巴乌】演奏技法 滑音 第二遍.wav,.wav,F调巴乌,out_of_scope,,subtype_out_of_scope
ccm_000031,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/F调巴乌/【F调巴乌】筒音 自然衰减 力度中强 第二遍.wav,【F调巴乌】筒音 自然衰减 力度中强 第二遍.wav,.wav,F调巴乌,out_of_scope,,subtype_out_of_scope
ccm_000032,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/F调巴乌/【F调巴乌】筒音 自然衰减 力度弱 第二遍.wav,【F调巴乌】筒音 自然衰减 力度弱 第二遍.wav,.wav,F调巴乌,out_of_scope,,subtype_out_of_scope
ccm_000033,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/F调巴乌/【F调巴乌】筒音 自然衰减 力度强 第一遍.wav,【F调巴乌】筒音 自然衰减 力度强 第一遍.wav,.wav,F调巴乌,out_of_scope,,subtype_out_of_scope
ccm_000034,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/F调巴乌/【F调巴乌】音阶 中速 力度强 第一遍.wav,【F调巴乌】音阶 中速 力度强 第一遍.wav,.wav,F调巴乌,out_of_scope,,subtype_out_of_scope
ccm_000035,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/F调巴乌/【F调巴乌】音阶 慢速 力度中强 第一遍.wav,【F调巴乌】音阶 慢速 力度中强 第一遍.wav,.wav,F调巴乌,out_of_scope,,subtype_out_of_scope
ccm_000036,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/F调巴乌/【F调巴乌】音阶 慢速 力度弱 第一遍.wav,【F调巴乌】音阶 慢速 力度弱 第一遍.wav,.wav,F调巴乌,out_of_scope,,subtype_out_of_scope
ccm_000037,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/F调巴乌/【F调巴乌】音阶 慢速 力度强 第一遍.wav,【F调巴乌】音阶 慢速 力度强 第一遍.wav,.wav,F调巴乌,out_of_scope,,subtype_out_of_scope
ccm_000038,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/F调巴乌/【F调巴乌】音阶 自然衰减 力度中强 第二遍.wav,【F调巴乌】音阶 自然衰减 力度中强 第二遍.wav,.wav,F调巴乌,out_of_scope,,subtype_out_of_scope
ccm_000039,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】乐曲片段1 思泉.wav,【G调新笛】乐曲片段1 思泉.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000040,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】乐曲片段2 月下独酌.wav,【G调新笛】乐曲片段2 月下独酌.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000041,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 三吐 第一遍.wav,【G调新笛】演奏技法 三吐 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000042,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 单吐 第一遍.wav,【G调新笛】演奏技法 单吐 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000043,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 历音 第一遍.wav,【G调新笛】演奏技法 历音 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000044,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 双吐 第一遍.wav,【G调新笛】演奏技法 双吐 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000045,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 叠音 第一遍.wav,【G调新笛】演奏技法 叠音 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000046,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 循环换气 第一遍.wav,【G调新笛】演奏技法 循环换气 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000047,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 打音 第一遍.wav,【G调新笛】演奏技法 打音 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000048,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 打音 第二遍.wav,【G调新笛】演奏技法 打音 第二遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000049,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 指颤音 第一遍.wav,【G调新笛】演奏技法 指颤音 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000050,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 泛音 第一遍.wav,【G调新笛】演奏技法 泛音 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000051,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 泛音 第二遍.wav,【G调新笛】演奏技法 泛音 第二遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000052,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 滑音 第一遍.wav,【G调新笛】演奏技法 滑音 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000053,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】演奏技法 花舌 第一遍.wav,【G调新笛】演奏技法 花舌 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000054,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】筒音 自然衰减 力度中强 第一遍.wav,【G调新笛】筒音 自然衰减 力度中强 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000055,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】筒音 自然衰减 力度弱 第一遍.wav,【G调新笛】筒音 自然衰减 力度弱 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000056,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】筒音 自然衰减 力度强 第一遍.wav,【G调新笛】筒音 自然衰减 力度强 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000057,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】音阶 慢速 力度弱 第一遍.wav,【G调新笛】音阶 慢速 力度弱 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000058,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】音阶 慢速 力度强 第二遍.wav,【G调新笛】音阶 慢速 力度强 第二遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000059,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调新笛/【G调新笛】音阶 自然衰减 力度中强 第一遍.wav,【G调新笛】音阶 自然衰减 力度中强 第一遍.wav,.wav,G调新笛,out_of_scope,,subtype_out_of_scope
ccm_000060,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 三吐 中强力度 第一遍.wav,【G调梆笛】演奏技法 三吐 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000061,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 三吐 中强力度 第二遍.wav,【G调梆笛】演奏技法 三吐 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000062,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 上历音 中强力度 第一遍.wav,【G调梆笛】演奏技法 上历音 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000063,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 上历音 中强力度 第二遍.wav,【G调梆笛】演奏技法 上历音 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000064,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 下历音 中强力度 第一遍.wav,【G调梆笛】演奏技法 下历音 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000065,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 下历音 中强力度 第二遍.wav,【G调梆笛】演奏技法 下历音 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000066,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 下滑音 中强力度 第一遍.wav,【G调梆笛】演奏技法 下滑音 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000067,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 下滑音 中强力度 第二遍.wav,【G调梆笛】演奏技法 下滑音 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000068,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 剁音 中强力度 第一遍.wav,【G调梆笛】演奏技法 剁音 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000069,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 剁音 中强力度 第二遍.wav,【G调梆笛】演奏技法 剁音 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000070,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 单吐 中强力度 第一遍.wav,【G调梆笛】演奏技法 单吐 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000071,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 单吐 中强力度 第二遍.wav,【G调梆笛】演奏技法 单吐 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000072,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 双吐 中强力度 第一遍.wav,【G调梆笛】演奏技法 双吐 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000073,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 双吐 中强力度 第二遍.wav,【G调梆笛】演奏技法 双吐 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000074,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 循环换气 中强力度 第一遍.wav,【G调梆笛】演奏技法 循环换气 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000075,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 循环换气 中强力度 第二遍.wav,【G调梆笛】演奏技法 循环换气 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000076,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 指颤音 中强力度 第一遍.wav,【G调梆笛】演奏技法 指颤音 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000077,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 指颤音 中强力度 第二遍.wav,【G调梆笛】演奏技法 指颤音 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000078,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 气颤音 中强力度 第一遍.wav,【G调梆笛】演奏技法 气颤音 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000079,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 气颤音 中强力度 第二遍.wav,【G调梆笛】演奏技法 气颤音 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000080,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 气颤音 弱奏力度 第一遍.wav,【G调梆笛】演奏技法 气颤音 弱奏力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000081,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 气颤音 弱奏力度 第二遍.wav,【G调梆笛】演奏技法 气颤音 弱奏力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000082,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 气颤音 强奏力度 第一遍.wav,【G调梆笛】演奏技法 气颤音 强奏力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000083,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 气颤音 强奏力度 第二遍.wav,【G调梆笛】演奏技法 气颤音 强奏力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000084,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 花舌 中强力度 第一遍.wav,【G调梆笛】演奏技法 花舌 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000085,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 花舌 中强力度 第二遍.wav,【G调梆笛】演奏技法 花舌 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000086,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 花舌与滑音同奏 中强力度 第一遍.wav,【G调梆笛】演奏技法 花舌与滑音同奏 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000087,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 花舌与滑音同奏 中强力度 第二遍.wav,【G调梆笛】演奏技法 花舌与滑音同奏 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000088,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 附滑音 中强力度 第一遍.wav,【G调梆笛】演奏技法 附滑音 中强力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000089,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 附滑音 中强力度 第二遍.wav,【G调梆笛】演奏技法 附滑音 中强力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000090,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】筒音D 中等力度 第一遍.wav,【G调梆笛】筒音D 中等力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000091,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】筒音D 中等力度 第二遍.wav,【G调梆笛】筒音D 中等力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000092,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】筒音D 弱奏力度 第一遍.wav,【G调梆笛】筒音D 弱奏力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000093,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】筒音D 弱奏力度 第二遍.wav,【G调梆笛】筒音D 弱奏力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000094,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】筒音D 强奏力度 第一遍.wav,【G调梆笛】筒音D 强奏力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000095,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】筒音D 强奏力度 第二遍.wav,【G调梆笛】筒音D 强奏力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000096,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】音阶 中速 中等力度 第一遍.wav,【G调梆笛】音阶 中速 中等力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000097,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】音阶 中速 中等力度 第二遍.wav,【G调梆笛】音阶 中速 中等力度 第二遍.wav,.wav,G调梆笛,in_scope,笛子,
ccm_000098,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】音阶 中速 弱奏力度 第一遍.wav,【G调梆笛】音阶 中速 弱奏力度 第一遍.wav,.wav,G调梆笛,in_scope,笛子,
