record_id,sample_id,source_dataset,source_path,file_name,file_ext,source_subtype_dir,family_label,subtype_label,chmusic_class_id,content_type,normalized_base_name,audio_sha256,audio_fingerprint_id,performer_or_recording_id,recording_group_id,grouping_method,take_id,is_near_duplicate,split_seed,split,duration_sec,sample_rate_hz,channels,bit_depth,integrated_loudness_lufs,rms_db,silence_ratio,clipping_ratio,has_vocal,is_decodable,manual_review_required,manual_review_status,sample_status,applied_rule_ids,notes
ccm_000060,ccm_dizi_0020,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 三吐 中强力度 第一遍.wav,【G调梆笛】演奏技法 三吐 中强力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 三吐 中强力度,8406b7a97874f690776fc12beab0d7c1fb4badfffe1448b4901a243ceccfd411,28175460497efc2bd976a12eb2c2c5bbcd1837ea04716680601c1739d6e88ea8,ccm_dizi_G0020,ccm_dizi_G0020,filename_rule,1,true,1,val,11.437687,48000,1,16,,,0.532399,0.0,false,true,false,,keep,,
ccm_000061,ccm_dizi_0021,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 三吐 中强力度 第二遍.wav,【G调梆笛】演奏技法 三吐 中强力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 三吐 中强力度,3060cf6b017ad6416acdad1c9e506c6dceed41e99eab9bdbc95ac0a22bfd9564,bbcec465a2207a375c18cc3e0238df876d7e8ad91b31301d8d2a5214dd9d10fd,ccm_dizi_G0020,ccm_dizi_G0020,filename_rule,2,true,1,val,11.567167,48000,1,16,,,0.55671,0.000007,false,true,false,,keep,,
ccm_000062,ccm_dizi_0022,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 上历音 中强力度 第一遍.wav,【G调梆笛】演奏技法 上历音 中强力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 上历音 中强力度,8b1676bd4880384a4a8021773a244aeaf1ea8ad2055305a60879b6be259ccab5,d8d344df87a5f28d66bbcd96216b1700f80edeb526e256fcb9ce4c23c12dbee2,ccm_dizi_G0021,ccm_dizi_G0021,filename_rule,1,true,1,train,10.892521,48000,1,16,,,0.49678,0.0,false,true,false,,keep,,
ccm_000063,ccm_dizi_0023,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 上历音 中强力度 第二遍.wav,【G调梆笛】演奏技法 上历音 中强力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 上历音 中强力度,00eae16dedc71a1bb75f6ff56389f1a0874b4c5439f12101393bb723cc2a8c33,89cb1ba1aa276ec705e63faaa7cec2b7c15ebe75f93792a56214d5affb1a5b19,ccm_dizi_G0021,ccm_dizi_G0021,filename_rule,2,true,1,train,13.126667,48000,1,16,,,0.468345,0.0,false,true,false,,keep,,
ccm_000065,ccm_dizi_0025,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 下历音 中强力度 第二遍.wav,【G调梆笛】演奏技法 下历音 中强力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 下历音 中强力度,bdaa01caa0962806c719fcb0392413351847928f2e1980a4390fe5af272b8a14,8771a5d6816b23aab4e394bddcd24a9af4602828e32423ddb4b9d561971709e9,ccm_dizi_G0022,ccm_dizi_G0022,filename_rule,2,true,1,train,9.446312,48000,1,16,,,0.68929,0.0,false,true,false,,keep,,
ccm_000066,ccm_dizi_0026,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 下滑音 中强力度 第一遍.wav,【G调梆笛】演奏技法 下滑音 中强力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 下滑音 中强力度,a8423f0cc6be7a19200a3e9ab90e95a174bd2aea5869c818d24ba05b744f2dee,1b81d6c297c5ef1c25577df29c932db40030edc159dff55c64942d77706e6bd0,ccm_dizi_G0023,ccm_dizi_G0023,filename_rule,1,true,1,train,20.928979,48000,1,16,,,0.472501,0.0,false,true,false,,keep,,
ccm_000067,ccm_dizi_0027,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 下滑音 中强力度 第二遍.wav,【G调梆笛】演奏技法 下滑音 中强力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 下滑音 中强力度,57cf2796df408a2de964a708b4a8560c590e05db3b43122ae34cf84f9757eb3f,db54963e4ac553e620ebb58f242b6b190b8ded6868fc941d63339ca8ef9d5987,ccm_dizi_G0023,ccm_dizi_G0023,filename_rule,2,true,1,train,20.000875,48000,1,16,,,0.425425,0.0,false,true,false,,keep,,
ccm_000070,ccm_dizi_0030,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 单吐 中强力度 第一遍.wav,【G调梆笛】演奏技法 单吐 中强力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 单吐 中强力度,9dc813dbbed54ab0d9f27e336b0c9e446fa933e1ab522171e9403d4a57b3f9ef,a25f3722f5695e0e9624298ecb4a7d75cdf2e9010c2f98a70c4126a34444e62f,ccm_dizi_G0025,ccm_dizi_G0025,filename_rule,1,true,1,train,5.704521,48000,1,16,,,0.463028,0.0,false,true,false,,keep,,
ccm_000071,ccm_dizi_0031,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 单吐 中强力度 第二遍.wav,【G调梆笛】演奏技法 单吐 中强力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 单吐 中强力度,9e66d302dde7b0bdc1f39f18fa3403cff4ba639956e98912003725d84dd22b8b,b004f9d6fad93dd22a56e8e67d956440f9f0ebeafdb81bab23b22d4b59f3267b,ccm_dizi_G0025,ccm_dizi_G0025,filename_rule,2,true,1,train,6.348271,48000,1,16,,,0.549763,0.0,false,true,false,,keep,,
ccm_000072,ccm_dizi_0032,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 双吐 中强力度 第一遍.wav,【G调梆笛】演奏技法 双吐 中强力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 双吐 中强力度,586691bd5df4475a95d21d1d537a46430116ea707a47776e1ee38a6d457ffcc3,2df8c4c45d0823b07f96a0ce8006e2b02948cae2baf9fff4602b02f1cf89d35a,ccm_dizi_G0026,ccm_dizi_G0026,filename_rule,1,true,1,test,4.494458,48000,1,16,,,0.438479,0.0,false,true,false,,keep,,
ccm_000073,ccm_dizi_0033,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 双吐 中强力度 第二遍.wav,【G调梆笛】演奏技法 双吐 中强力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 双吐 中强力度,061c98656b8811cc5a59f376f134b0dc9315377e195412c79dab1540e7405e75,2cc75c2a668f2c2ae7f467063470f96db8d02a77610fbba269f217bb8f0731d9,ccm_dizi_G0026,ccm_dizi_G0026,filename_rule,2,true,1,test,4.348917,48000,1,16,,,0.424942,0.0,false,true,false,,keep,,
ccm_000074,ccm_dizi_0034,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 循环换气 中强力度 第一遍.wav,【G调梆笛】演奏技法 循环换气 中强力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 循环换气 中强力度,b1331bd15518af49e8f7719a8143d3bff8acba4b85f5337f32e5b1138acad04c,09d1f7d4649df4a5d1b5d574bd1dd0192b3b383b372cd0b3d3c5a5fb88a1aa93,ccm_dizi_G0027,ccm_dizi_G0027,filename_rule,1,true,1,train,27.637896,48000,1,16,,,0.052136,0.0,false,true,false,,keep,,
ccm_000075,ccm_dizi_0035,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 循环换气 中强力度 第二遍.wav,【G调梆笛】演奏技法 循环换气 中强力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 循环换气 中强力度,cf1c358dd2cecdf2115290c45f7257e7102297d745d243cfcf81de4061b1df0f,5bc5ae19635e0230d15e76308a2b1d8359c270aeb292da18a6be1161de47ec8d,ccm_dizi_G0027,ccm_dizi_G0027,filename_rule,2,true,1,train,24.448937,48000,1,16,,,0.05526,0.0,false,true,false,,keep,,
ccm_000076,ccm_dizi_0036,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 指颤音 中强力度 第一遍.wav,【G调梆笛】演奏技法 指颤音 中强力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 指颤音 中强力度,61fa153ca9339fba8728ef5b66da1054380d21047bbd7e55f20b28afee00a42f,b3707abf188de313a5c2e479223b90fa6066af90e8d738107b1a636eb1f3f184,ccm_dizi_G0028,ccm_dizi_G0028,filename_rule,1,true,1,train,18.584583,48000,1,16,,,0.368534,0.0,false,true,false,,keep,,
ccm_000077,ccm_dizi_0037,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 指颤音 中强力度 第二遍.wav,【G调梆笛】演奏技法 指颤音 中强力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 指颤音 中强力度,feaf4bb04ef984dfad3c8198cdcee8e6458753a7b84ab52c3cb826dc73c773c9,c532310695ad94b09536dc69f48ef254b354dcb976fc6ff81c320ac726ae003b,ccm_dizi_G0028,ccm_dizi_G0028,filename_rule,2,true,1,train,17.975729,48000,1,16,,,0.353563,0.0,false,true,false,,keep,,
ccm_000078,ccm_dizi_0038,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 气颤音 中强力度 第一遍.wav,【G调梆笛】演奏技法 气颤音 中强力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 气颤音 中强力度,d335cdb62cf059c6feca82e6f9c174301192beef5b68201b0e4058e78b1c3ac1,c1caafadd13eb02b538632bd12c18b4f80da704ca22e988cf2d3211c0219a461,ccm_dizi_G0029,ccm_dizi_G0029,filename_rule,1,true,1,train,31.087187,48000,1,16,,,0.238172,0.0,false,true,false,,keep,,
ccm_000079,ccm_dizi_0039,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 气颤音 中强力度 第二遍.wav,【G调梆笛】演奏技法 气颤音 中强力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 气颤音 中强力度,296eb344cebe26ef3196b05238b8ed512f92568059efc4ba473f1cfc6a3e1683,b08d50775383b681050f605d28af9877775ba5950a2c683f5f74833a12ea6ff6,ccm_dizi_G0029,ccm_dizi_G0029,filename_rule,2,true,1,train,115.480104,48000,1,16,,,0.366274,0.0,false,true,false,,keep,,
ccm_000080,ccm_dizi_0040,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 气颤音 弱奏力度 第一遍.wav,【G调梆笛】演奏技法 气颤音 弱奏力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 气颤音 弱奏力度,0b792fea794f9ef6199bc1a41d34db10f5d34c3fc4506ecab3843c6470179f4e,5c2aad3de38997457161b7e087c0f8113c689c5600d5e0453a63e0eb3d1608c6,ccm_dizi_G0030,ccm_dizi_G0030,filename_rule,1,true,1,train,33.622208,48000,1,16,,,0.256548,0.0,false,true,false,,keep,,
ccm_000081,ccm_dizi_0041,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 气颤音 弱奏力度 第二遍.wav,【G调梆笛】演奏技法 气颤音 弱奏力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 气颤音 弱奏力度,355abbbeb88f4f6f732436a9566a0e16a524ae7947f6c8b24a3019d34291d4c5,b500a39901e26000e934e78bd84310bf6ec44c9c26f1a07c0787c9b81bb9a265,ccm_dizi_G0030,ccm_dizi_G0030,filename_rule,2,true,1,train,36.573167,48000,1,16,,,0.321477,0.0,false,true,false,,keep,,
ccm_000082,ccm_dizi_0042,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 气颤音 强奏力度 第一遍.wav,【G调梆笛】演奏技法 气颤音 强奏力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 气颤音 强奏力度,9f733ffdcfef3c76a152f22e4b23e84da0a559c5ca49a7cdefbb5a802d2e0b79,ff1dff3bcfe4467efa5e47e04edd135fe04950f4851e5e6e2e631a2c0722801f,ccm_dizi_G0031,ccm_dizi_G0031,filename_rule,1,true,1,test,29.752979,48000,1,16,,,0.234443,0.0,false,true,false,,keep,,
ccm_000083,ccm_dizi_0043,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 气颤音 强奏力度 第二遍.wav,【G调梆笛】演奏技法 气颤音 强奏力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 气颤音 强奏力度,4af7afd6e280f0901bc68bbee7f6799c9d1cfdfc696e543c861e8ac6dcf83dd6,1a804bcb5ddc1c3a962a3bcd0424e13845b188edd56c5de674998225298c98c8,ccm_dizi_G0031,ccm_dizi_G0031,filename_rule,2,true,1,test,29.874792,48000,1,16,,,0.206365,0.0,false,true,false,,keep,,
ccm_000084,ccm_dizi_0044,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 花舌 中强力度 第一遍.wav,【G调梆笛】演奏技法 花舌 中强力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 花舌 中强力度,d31397d2bd653c1bdad469873658d48df18fcd7016d61449263723e495c54321,8f3a17eec2fc4b9c777d89b7b948b3205a9b1604ca64a5e14905ea263b12c89a,ccm_dizi_G0032,ccm_dizi_G0032,filename_rule,1,true,1,train,39.131021,48000,1,16,,,0.567118,0.0,false,true,false,,keep,,
ccm_000085,ccm_dizi_0045,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 花舌 中强力度 第二遍.wav,【G调梆笛】演奏技法 花舌 中强力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 花舌 中强力度,fd34194a928a18cdae2e0fa8e083af52eb8d77630909cfd02b4419e3688ab06f,2a4c43495b6ee096a2284ec43ad480ef60576d367d97dd18c0f283452b9721ed,ccm_dizi_G0032,ccm_dizi_G0032,filename_rule,2,true,1,train,44.78625,48000,1,16,,,0.643735,0.0,false,true,false,,keep,,
ccm_000086,ccm_dizi_0046,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 花舌与滑音同奏 中强力度 第一遍.wav,【G调梆笛】演奏技法 花舌与滑音同奏 中强力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 花舌与滑音同奏 中强力度,7f1381a30f6fac54bbe7ef1e08ce29bb96e4877007acd22b735739e93b4b9588,9aa2e17ac65e1a2ddc3dfbcde751521a545ef0b73dc27828793db82bf13583e1,ccm_dizi_G0033,ccm_dizi_G0033,filename_rule,1,true,1,test,21.85275,48000,1,16,,,0.316537,0.0,false,true,false,,keep,,
ccm_000087,ccm_dizi_0047,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 花舌与滑音同奏 中强力度 第二遍.wav,【G调梆笛】演奏技法 花舌与滑音同奏 中强力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 花舌与滑音同奏 中强力度,da252fe5f271fd8d495e4768f81195d83a00362981fb6f9c7f316483d27add66,4ff7b3f7f861f87ac56f372f760cda1f1e55d3c36f439e734bf89baafe40aa80,ccm_dizi_G0033,ccm_dizi_G0033,filename_rule,2,true,1,test,19.971271,48000,1,16,,,0.261654,0.0,false,true,false,,keep,,
ccm_000088,ccm_dizi_0048,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 附滑音 中强力度 第一遍.wav,【G调梆笛】演奏技法 附滑音 中强力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 附滑音 中强力度,474feeb39f8999d2206018095f7b9a1be681b2b59cd2ef9af8ea2cc4c121803e,2db25c77476c3670c119a153a72e5b969ce3d025229401f27d28320dc8add2c6,ccm_dizi_G0034,ccm_dizi_G0034,filename_rule,1,true,1,train,22.145146,48000,1,16,,,0.394035,0.0,false,true,false,,keep,,
ccm_000089,ccm_dizi_0049,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】演奏技法 附滑音 中强力度 第二遍.wav,【G调梆笛】演奏技法 附滑音 中强力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,technique,【G调梆笛】演奏技法 附滑音 中强力度,d84bc2387a6fa3b784ac6a2fe1bf0ad1dd5d80aae7ade251c89cd2d050c45737,0afe9fea3008de20c0a28647fec1d6b07887fcfeef13674beb0065bdd6c4c08a,ccm_dizi_G0034,ccm_dizi_G0034,filename_rule,2,true,1,train,11.558958,48000,1,16,,,0.383882,0.0,false,true,false,,keep,,
ccm_000090,ccm_dizi_0050,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】筒音D 中等力度 第一遍.wav,【G调梆笛】筒音D 中等力度 第一遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,controlled,【G调梆笛】筒音D 中等力度,a10848b927190212203ead58b3e5f1d2a751fdc0a9c6ff061d925a39c91a0dd8,e1e24370d4e966ee7b075d57cbdb5a578e9f89d9096c65906b76186b95b15f72,ccm_dizi_G0035,ccm_dizi_G0035,filename_rule,1,true,1,train,4.002381,44100,1,16,,,0.246231,0.0,false,true,false,,keep,,
ccm_000091,ccm_dizi_0051,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/G调梆笛/【G调梆笛】筒音D 中等力度 第二遍.wav,【G调梆笛】筒音D 中等力度 第二遍.wav,.wav,G调梆笛,笛子,G调梆笛,-1,controlled,【G调梆笛】筒音D 中等力度,0589ebb058e151fec6adc9549318afa180c404ebc8c43a012a9ca3387321ea28,29a84f428f9a0de8c80c0f48364f482b4cad26d3a9d9210f711292274b06295f,ccm_dizi_G0035,ccm_dizi_G0035,filename_rule,2,true,1,train,4.420907,44100,1,16,,,0.245455,0.0,false,true,false,,keep,,
