record_id,sample_id,source_dataset,family_label,split_seed,split,segment_id,segment_index,start_time_sec,end_time_sec,segment_path,is_padded,overlap_ratio,selection_method,active_frame_ratio
ccm_000008,ccm_dizi_0008,CCMusic,笛子,0,val,ccm_dizi_0008_s02,2,10.0,15.0,val/ccm_dizi_0008_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.742972
ccm_000010,ccm_dizi_0010,CCMusic,笛子,0,val,ccm_dizi_0010_s00,0,0.0,5.0,val/ccm_dizi_0010_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.865462
ccm_000010,ccm_dizi_0010,CCMusic,笛子,0,val,ccm_dizi_0010_s01,1,5.0,10.0,val/ccm_dizi_0010_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.835341
ccm_000012,ccm_dizi_0012,CCMusic,笛子,0,train,ccm_dizi_0012_s00,0,0.0,5.0,train/ccm_dizi_0012_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.704819
ccm_000012,ccm_dizi_0012,CCMusic,笛子,0,train,ccm_dizi_0012_s01,1,5.0,10.0,train/ccm_dizi_0012_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.678715
ccm_000012,ccm_dizi_0012,CCMusic,笛子,0,train,ccm_dizi_0012_s02,2,10.0,15.0,train/ccm_dizi_0012_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.706827
ccm_000012,ccm_dizi_0012,CCMusic,笛子,0,train,ccm_dizi_0012_s03,3,15.0,20.0,train/ccm_dizi_0012_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.757028
ccm_000014,ccm_dizi_0013,CCMusic,笛子,0,val,ccm_dizi_0013_s00,0,0.0,5.0,val/ccm_dizi_0013_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.861446
ccm_000016,ccm_dizi_0016,CCMusic,笛子,0,train,ccm_dizi_0016_s00,0,0.0,5.0,train/ccm_dizi_0016_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.688755
ccm_000016,ccm_dizi_0016,CCMusic,笛子,0,train,ccm_dizi_0016_s01,1,5.0,10.0,train/ccm_dizi_0016_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.606426
ccm_000016,ccm_dizi_0016,CCMusic,笛子,0,train,ccm_dizi_0016_s02,2,10.0,15.0,train/ccm_dizi_0016_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.700803
ccm_000016,ccm_dizi_0016,CCMusic,笛子,0,train,ccm_dizi_0016_s03,3,15.0,20.0,train/ccm_dizi_0016_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.696787
ccm_000016,ccm_dizi_0016,CCMusic,笛子,0,train,ccm_dizi_0016_s04,4,20.0,25.0,train/ccm_dizi_0016_s04.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.704819
ccm_000016,ccm_dizi_0016,CCMusic,笛子,0,train,ccm_dizi_0016_s05,5,25.0,30.0,train/ccm_dizi_0016_s05.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.604418
ccm_000016,ccm_dizi_0016,CCMusic,笛子,0,train,ccm_dizi_0016_s06,6,30.0,35.0,train/ccm_dizi_0016_s06.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.658635
ccm_000016,ccm_dizi_0016,CCMusic,笛子,0,train,ccm_dizi_0016_s07,7,35.0,40.0,train/ccm_dizi_0016_s07.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.718876
ccm_000017,ccm_dizi_0017,CCMusic,笛子,0,train,ccm_dizi_0017_s00,0,0.0,5.0,train/ccm_dizi_0017_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.341365
ccm_000017,ccm_dizi_0017,CCMusic,笛子,0,train,ccm_dizi_0017_s01,1,5.0,10.0,train/ccm_dizi_0017_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.46988
ccm_000017,ccm_dizi_0017,CCMusic,笛子,0,train,ccm_dizi_0017_s02,2,10.0,15.0,train/ccm_dizi_0017_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.467871
ccm_000017,ccm_dizi_0017,CCMusic,笛子,0,train,ccm_dizi_0017_s03,3,15.0,20.0,train/ccm_dizi_0017_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.514056
ccm_000017,ccm_dizi_0017,CCMusic,笛子,0,train,ccm_dizi_0017_s04,4,20.0,25.0,train/ccm_dizi_0017_s04.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.457831
ccm_000019,ccm_dizi_0019,CCMusic,笛子,0,val,ccm_dizi_0019_s00,0,0.0,5.0,val/ccm_dizi_0019_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.463855
ccm_000019,ccm_dizi_0019,CCMusic,笛子,0,val,ccm_dizi_0019_s01,1,5.0,10.0,val/ccm_dizi_0019_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.548193
ccm_000019,ccm_dizi_0019,CCMusic,笛子,0,val,ccm_dizi_0019_s02,2,10.0,15.0,val/ccm_dizi_0019_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.445783
ccm_000019,ccm_dizi_0019,CCMusic,笛子,0,val,ccm_dizi_0019_s03,3,15.0,20.0,val/ccm_dizi_0019_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.459839
ccm_000019,ccm_dizi_0019,CCMusic,笛子,0,val,ccm_dizi_0019_s04,4,20.0,25.0,val/ccm_dizi_0019_s04.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.606426
ccm_000060,ccm_dizi_0020,CCMusic,笛子,0,val,ccm_dizi_0020_s00,0,0.0,5.0,val/ccm_dizi_0020_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.353414
ccm_000060,ccm_dizi_0020,CCMusic,笛子,0,val,ccm_dizi_0020_s01,1,5.0,10.0,val/ccm_dizi_0020_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.532129
ccm_000061,ccm_dizi_0021,CCMusic,笛子,0,val,ccm_dizi_0021_s00,0,0.0,5.0,val/ccm_dizi_0021_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.319277
ccm_000061,ccm_dizi_0021,CCMusic,笛子,0,val,ccm_dizi_0021_s01,1,5.0,10.0,val/ccm_dizi_0021_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.542169
ccm_000062,ccm_dizi_0022,CCMusic,笛子,0,train,ccm_dizi_0022_s00,0,0.0,5.0,train/ccm_dizi_0022_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.508032
ccm_000062,ccm_dizi_0022,CCMusic,笛子,0,train,ccm_dizi_0022_s01,1,5.0,10.0,train/ccm_dizi_0022_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.463855
ccm_000063,ccm_dizi_0023,CCMusic,笛子,0,train,ccm_dizi_0023_s00,0,0.0,5.0,train/ccm_dizi_0023_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.532129
ccm_000063,ccm_dizi_0023,CCMusic,笛子,0,train,ccm_dizi_0023_s01,1,5.0,10.0,train/ccm_dizi_0023_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.524096
ccm_000065,ccm_dizi_0025,CCMusic,笛子,0,test,ccm_dizi_0025_s00,0,0.0,5.0,test/ccm_dizi_0025_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.301205
ccm_000066,ccm_dizi_0026,CCMusic,笛子,0,train,ccm_dizi_0026_s00,0,0.0,5.0,train/ccm_dizi_0026_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.465863
ccm_000066,ccm_dizi_0026,CCMusic,笛子,0,train,ccm_dizi_0026_s01,1,5.0,10.0,train/ccm_dizi_0026_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.522088
ccm_000066,ccm_dizi_0026,CCMusic,笛子,0,train,ccm_dizi_0026_s02,2,10.0,15.0,train/ccm_dizi_0026_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.514056
ccm_000066,ccm_dizi_0026,CCMusic,笛子,0,train,ccm_dizi_0026_s03,3,15.0,20.0,train/ccm_dizi_0026_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.64257
ccm_000067,ccm_dizi_0027,CCMusic,笛子,0,train,ccm_dizi_0027_s00,0,0.0,5.0,train/ccm_dizi_0027_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.447791
ccm_000067,ccm_dizi_0027,CCMusic,笛子,0,train,ccm_dizi_0027_s01,1,5.0,10.0,train/ccm_dizi_0027_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.702811
ccm_000067,ccm_dizi_0027,CCMusic,笛子,0,train,ccm_dizi_0027_s02,2,10.0,15.0,train/ccm_dizi_0027_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.546185
ccm_000067,ccm_dizi_0027,CCMusic,笛子,0,train,ccm_dizi_0027_s03,3,15.0,20.0,train/ccm_dizi_0027_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.600402
ccm_000070,ccm_dizi_0030,CCMusic,笛子,0,train,ccm_dizi_0030_s00,0,0.0,5.0,train/ccm_dizi_0030_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.540161
ccm_000071,ccm_dizi_0031,CCMusic,笛子,0,train,ccm_dizi_0031_s00,0,0.0,5.0,train/ccm_dizi_0031_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.431727
ccm_000072,ccm_dizi_0032,CCMusic,笛子,0,train,ccm_dizi_0032_s00,0,0.0,5.0,train/ccm_dizi_0032_s00.wav,true,0.0,all_after_energy_filter_and_concentration_cap,0.504016
ccm_000073,ccm_dizi_0033,CCMusic,笛子,0,train,ccm_dizi_0033_s00,0,0.0,5.0,train/ccm_dizi_0033_s00.wav,true,0.0,all_after_energy_filter_and_concentration_cap,0.5
ccm_000074,ccm_dizi_0034,CCMusic,笛子,0,train,ccm_dizi_0034_s00,0,0.0,5.0,train/ccm_dizi_0034_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.843373
ccm_000074,ccm_dizi_0034,CCMusic,笛子,0,train,ccm_dizi_0034_s01,1,5.0,10.0,train/ccm_dizi_0034_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,1.0
ccm_000074,ccm_dizi_0034,CCMusic,笛子,0,train,ccm_dizi_0034_s02,2,10.0,15.0,train/ccm_dizi_0034_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.997992
ccm_000074,ccm_dizi_0034,CCMusic,笛子,0,train,ccm_dizi_0034_s03,3,15.0,20.0,train/ccm_dizi_0034_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,1.0
ccm_000074,ccm_dizi_0034,CCMusic,笛子,0,train,ccm_dizi_0034_s04,4,20.0,25.0,train/ccm_dizi_0034_s04.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.981928
ccm_000075,ccm_dizi_0035,CCMusic,笛子,0,train,ccm_dizi_0035_s00,0,0.0,5.0,train/ccm_dizi_0035_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.863454
ccm_000075,ccm_dizi_0035,CCMusic,笛子,0,train,ccm_dizi_0035_s01,1,5.0,10.0,train/ccm_dizi_0035_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,1.0
ccm_000075,ccm_dizi_0035,CCMusic,笛子,0,train,ccm_dizi_0035_s02,2,10.0,15.0,train/ccm_dizi_0035_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,1.0
ccm_000075,ccm_dizi_0035,CCMusic,笛子,0,train,ccm_dizi_0035_s03,3,15.0,20.0,train/ccm_dizi_0035_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,1.0
ccm_000076,ccm_dizi_0036,CCMusic,笛子,0,test,ccm_dizi_0036_s00,0,0.0,5.0,test/ccm_dizi_0036_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.558233
ccm_000076,ccm_dizi_0036,CCMusic,笛子,0,test,ccm_dizi_0036_s01,1,5.0,10.0,test/ccm_dizi_0036_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.722892
ccm_000076,ccm_dizi_0036,CCMusic,笛子,0,test,ccm_dizi_0036_s02,2,10.0,15.0,test/ccm_dizi_0036_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.614458
ccm_000077,ccm_dizi_0037,CCMusic,笛子,0,test,ccm_dizi_0037_s00,0,0.0,5.0,test/ccm_dizi_0037_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.570281
ccm_000077,ccm_dizi_0037,CCMusic,笛子,0,test,ccm_dizi_0037_s01,1,5.0,10.0,test/ccm_dizi_0037_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.690763
ccm_000077,ccm_dizi_0037,CCMusic,笛子,0,test,ccm_dizi_0037_s02,2,10.0,15.0,test/ccm_dizi_0037_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.704819
ccm_000078,ccm_dizi_0038,CCMusic,笛子,0,train,ccm_dizi_0038_s00,0,0.0,5.0,train/ccm_dizi_0038_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.658635
ccm_000078,ccm_dizi_0038,CCMusic,笛子,0,train,ccm_dizi_0038_s01,1,5.0,10.0,train/ccm_dizi_0038_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.799197
ccm_000078,ccm_dizi_0038,CCMusic,笛子,0,train,ccm_dizi_0038_s02,2,10.0,15.0,train/ccm_dizi_0038_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.781124
ccm_000078,ccm_dizi_0038,CCMusic,笛子,0,train,ccm_dizi_0038_s03,3,15.0,20.0,train/ccm_dizi_0038_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.742972
ccm_000078,ccm_dizi_0038,CCMusic,笛子,0,train,ccm_dizi_0038_s04,4,20.0,25.0,train/ccm_dizi_0038_s04.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.873494
ccm_000078,ccm_dizi_0038,CCMusic,笛子,0,train,ccm_dizi_0038_s05,5,25.0,30.0,train/ccm_dizi_0038_s05.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.89759
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s00,0,5.0,10.0,train/ccm_dizi_0039_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.401606
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s01,1,10.0,15.0,train/ccm_dizi_0039_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.656627
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s02,2,15.0,20.0,train/ccm_dizi_0039_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.512048
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s03,3,20.0,25.0,train/ccm_dizi_0039_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.863454
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s04,4,25.0,30.0,train/ccm_dizi_0039_s04.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.740964
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s05,5,30.0,35.0,train/ccm_dizi_0039_s05.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.630522
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s06,6,35.0,40.0,train/ccm_dizi_0039_s06.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.698795
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s07,7,40.0,45.0,train/ccm_dizi_0039_s07.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.457831
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s08,8,50.0,55.0,train/ccm_dizi_0039_s08.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.769076
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s09,9,55.0,60.0,train/ccm_dizi_0039_s09.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.809237
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s10,10,60.0,65.0,train/ccm_dizi_0039_s10.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.819277
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s11,11,65.0,70.0,train/ccm_dizi_0039_s11.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.865462
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s12,12,70.0,75.0,train/ccm_dizi_0039_s12.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.845382
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s13,13,75.0,80.0,train/ccm_dizi_0039_s13.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.823293
ccm_000079,ccm_dizi_0039,CCMusic,笛子,0,train,ccm_dizi_0039_s14,14,85.0,90.0,train/ccm_dizi_0039_s14.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.692771
ccm_000080,ccm_dizi_0040,CCMusic,笛子,0,train,ccm_dizi_0040_s00,0,0.0,5.0,train/ccm_dizi_0040_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.740964
ccm_000080,ccm_dizi_0040,CCMusic,笛子,0,train,ccm_dizi_0040_s01,1,5.0,10.0,train/ccm_dizi_0040_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.678715
ccm_000080,ccm_dizi_0040,CCMusic,笛子,0,train,ccm_dizi_0040_s02,2,10.0,15.0,train/ccm_dizi_0040_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.702811
ccm_000080,ccm_dizi_0040,CCMusic,笛子,0,train,ccm_dizi_0040_s03,3,15.0,20.0,train/ccm_dizi_0040_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.825301
ccm_000080,ccm_dizi_0040,CCMusic,笛子,0,train,ccm_dizi_0040_s04,4,20.0,25.0,train/ccm_dizi_0040_s04.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.781124
ccm_000080,ccm_dizi_0040,CCMusic,笛子,0,train,ccm_dizi_0040_s05,5,25.0,30.0,train/ccm_dizi_0040_s05.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.801205
ccm_000081,ccm_dizi_0041,CCMusic,笛子,0,train,ccm_dizi_0041_s00,0,0.0,5.0,train/ccm_dizi_0041_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.688755
ccm_000081,ccm_dizi_0041,CCMusic,笛子,0,train,ccm_dizi_0041_s01,1,5.0,10.0,train/ccm_dizi_0041_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.718876
ccm_000081,ccm_dizi_0041,CCMusic,笛子,0,train,ccm_dizi_0041_s02,2,10.0,15.0,train/ccm_dizi_0041_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.465863
ccm_000081,ccm_dizi_0041,CCMusic,笛子,0,train,ccm_dizi_0041_s03,3,15.0,20.0,train/ccm_dizi_0041_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.773092
ccm_000081,ccm_dizi_0041,CCMusic,笛子,0,train,ccm_dizi_0041_s04,4,20.0,25.0,train/ccm_dizi_0041_s04.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.596386
ccm_000081,ccm_dizi_0041,CCMusic,笛子,0,train,ccm_dizi_0041_s05,5,25.0,30.0,train/ccm_dizi_0041_s05.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.716867
ccm_000081,ccm_dizi_0041,CCMusic,笛子,0,train,ccm_dizi_0041_s06,6,30.0,35.0,train/ccm_dizi_0041_s06.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.883534
ccm_000082,ccm_dizi_0042,CCMusic,笛子,0,train,ccm_dizi_0042_s00,0,0.0,5.0,train/ccm_dizi_0042_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.628514
ccm_000082,ccm_dizi_0042,CCMusic,笛子,0,train,ccm_dizi_0042_s01,1,5.0,10.0,train/ccm_dizi_0042_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.738956
ccm_000082,ccm_dizi_0042,CCMusic,笛子,0,train,ccm_dizi_0042_s02,2,10.0,15.0,train/ccm_dizi_0042_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.803213
ccm_000082,ccm_dizi_0042,CCMusic,笛子,0,train,ccm_dizi_0042_s03,3,15.0,20.0,train/ccm_dizi_0042_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.791165
ccm_000082,ccm_dizi_0042,CCMusic,笛子,0,train,ccm_dizi_0042_s04,4,20.0,25.0,train/ccm_dizi_0042_s04.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.845382
ccm_000083,ccm_dizi_0043,CCMusic,笛子,0,train,ccm_dizi_0043_s00,0,0.0,5.0,train/ccm_dizi_0043_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.813253
ccm_000083,ccm_dizi_0043,CCMusic,笛子,0,train,ccm_dizi_0043_s01,1,5.0,10.0,train/ccm_dizi_0043_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.803213
ccm_000083,ccm_dizi_0043,CCMusic,笛子,0,train,ccm_dizi_0043_s02,2,10.0,15.0,train/ccm_dizi_0043_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.746988
ccm_000083,ccm_dizi_0043,CCMusic,笛子,0,train,ccm_dizi_0043_s03,3,15.0,20.0,train/ccm_dizi_0043_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.728916
ccm_000083,ccm_dizi_0043,CCMusic,笛子,0,train,ccm_dizi_0043_s04,4,20.0,25.0,train/ccm_dizi_0043_s04.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.801205
ccm_000084,ccm_dizi_0044,CCMusic,笛子,0,train,ccm_dizi_0044_s00,0,0.0,5.0,train/ccm_dizi_0044_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.200803
ccm_000084,ccm_dizi_0044,CCMusic,笛子,0,train,ccm_dizi_0044_s01,1,15.0,20.0,train/ccm_dizi_0044_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.586345
ccm_000084,ccm_dizi_0044,CCMusic,笛子,0,train,ccm_dizi_0044_s02,2,20.0,25.0,train/ccm_dizi_0044_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.648594
ccm_000084,ccm_dizi_0044,CCMusic,笛子,0,train,ccm_dizi_0044_s03,3,25.0,30.0,train/ccm_dizi_0044_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.640562
ccm_000084,ccm_dizi_0044,CCMusic,笛子,0,train,ccm_dizi_0044_s04,4,30.0,35.0,train/ccm_dizi_0044_s04.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.572289
ccm_000085,ccm_dizi_0045,CCMusic,笛子,0,train,ccm_dizi_0045_s00,0,0.0,5.0,train/ccm_dizi_0045_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.267068
ccm_000085,ccm_dizi_0045,CCMusic,笛子,0,train,ccm_dizi_0045_s01,1,20.0,25.0,train/ccm_dizi_0045_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.319277
ccm_000085,ccm_dizi_0045,CCMusic,笛子,0,train,ccm_dizi_0045_s02,2,25.0,30.0,train/ccm_dizi_0045_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.562249
ccm_000085,ccm_dizi_0045,CCMusic,笛子,0,train,ccm_dizi_0045_s03,3,30.0,35.0,train/ccm_dizi_0045_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.580321
ccm_000085,ccm_dizi_0045,CCMusic,笛子,0,train,ccm_dizi_0045_s04,4,35.0,40.0,train/ccm_dizi_0045_s04.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.594378
ccm_000086,ccm_dizi_0046,CCMusic,笛子,0,train,ccm_dizi_0046_s00,0,0.0,5.0,train/ccm_dizi_0046_s00.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.61245
ccm_000086,ccm_dizi_0046,CCMusic,笛子,0,train,ccm_dizi_0046_s01,1,5.0,10.0,train/ccm_dizi_0046_s01.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.700803
ccm_000086,ccm_dizi_0046,CCMusic,笛子,0,train,ccm_dizi_0046_s02,2,10.0,15.0,train/ccm_dizi_0046_s02.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.656627
ccm_000086,ccm_dizi_0046,CCMusic,笛子,0,train,ccm_dizi_0046_s03,3,15.0,20.0,train/ccm_dizi_0046_s03.wav,false,0.0,all_after_energy_filter_and_concentration_cap,0.746988
